url	download_complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-spring-project2	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-spring-project1	complete
nile.ics.uci.edu/events-dataset-api	complete
asterixdb.ics.uci.edu/fuzzyjoin-mapreduce	complete
ngs.ics.uci.edu/thinking-within-the-box-putting-could-before-should	complete
ngs.ics.uci.edu/objective-self-5-finally-we-may-have-objective-self	complete
ngs.ics.uci.edu/transformation-or-froth-visual-communication	complete
ngs.ics.uci.edu/zeetv	complete
sli.ics.uci.edu/Projects/GraphicalModels	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=icassp05.pdf	incomplete
ngs.ics.uci.edu/tag/personal-data	complete
www.ics.uci.edu/~sharad/personal-home-page	complete
intranet.ics.uci.edu	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=cvpr10.pdf	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=plos09.pdf	complete
www.ics.uci.edu/~cs222	complete
www.ics.uci.edu/~cs223	complete
ngs.ics.uci.edu/clicking-on-the-real-world	incomplete
cml.ics.uci.edu/2018/10/faculty-positions-at-uc-irvine	complete
mhcid.ics.uci.edu/people/mhcid-current-students	complete
isg.ics.uci.edu/sponsers	complete
grape.ics.uci.edu/wiki/public/wiki/cs222p-2018-fall	complete
ngs.ics.uci.edu/tag/visual-tweets	complete
grape.ics.uci.edu/wiki/public/wiki/cs222p-2017-fall-project2	complete
ngs.ics.uci.edu/lifelesson-1-get-bad-news-as-soon-as-possible	complete
sli.ics.uci.edu/Main/HomePage?action=login	incomplete
ngs.ics.uci.edu/category/experiential-computing	complete
www.ics.uci.edu/~pfbaldi	complete
www.ics.uci.edu/~hshirani/webobjects	complete
www.ics.uci.edu/~ics143	incomplete
www.ics.uci.edu/~salsubai	complete
www.ics.uci.edu/~qliu1	incomplete
www.ics.uci.edu/~cs224	complete
ngs.ics.uci.edu/tag/photos/page/2	complete
cml.ics.uci.edu/2014/02/anandkumar-receives-early-career-sloan-research-fellowship	incomplete
cml.ics.uci.edu/aiml/page/11	complete
isg.ics.uci.edu/event/speaker-david-lomet-microsoft-research-cost-performance-in-modern-data-stores-how-data-caching-systems-succeed	incomplete
isg.ics.uci.edu/event/prof-jeff-ullman-visit?ical=1	complete
www.ics.uci.edu/~minhaenl	complete
sli.ics.uci.edu/Ihler-Photos/Main	incomplete
www.ics.uci.edu/~lopes/teaching/inf141W13/index.html	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ipsn03.pdf	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2019-winter-project2	complete
www.ics.uci.edu/~lopes/teaching/inf102S14	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=nips06.ps	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2011-spring	complete
cloudberry.ics.uci.edu/documentation	incomplete
cml.ics.uci.edu/2013/03/spring-2013	incomplete
ngs.ics.uci.edu/tag/status-updates	complete
ngs.ics.uci.edu/tag/scientism	complete
www.ics.uci.edu/about/search/index.php	complete
ngs.ics.uci.edu/tag/ai	incomplete
asterix.ics.uci.edu/fuzzyjoin	incomplete
cloudberry.ics.uci.edu/2015	complete
www.ics.uci.edu/about/visit/index.php	complete
www.ics.uci.edu/~akhavans/mySite/Welcome.html	incomplete
ngs.ics.uci.edu/calendars-to-chronicles-6	incomplete
www.ics.uci.edu/~perl/publication/trap	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=camsap07.ps	incomplete
www.ics.uci.edu/community/news/view_news?id=1422	complete
futurehealth.ics.uci.edu/news-events/uci-events	complete
alumni.ics.uci.edu/2009/03/05/blended-passion	incomplete
www.ics.uci.edu/~perl/talk/rustconf18	incomplete
alumni.ics.uci.edu/2008/07/10/answering-the-call	incomplete
ngs.ics.uci.edu/teaching/fall08/Multimedia	complete
www.ics.uci.edu/~lopes/teaching/inf102S16/index.html	incomplete
futurehealth.ics.uci.edu/about	complete
cloudberry.ics.uci.edu/category/uncategorized/page/2	complete
www.ics.uci.edu/community/news/press/view_press?id=73	incomplete
ngs.ics.uci.edu/partners/current-students	complete
cml.ics.uci.edu/2013/03/spring-2013-2	complete
sli.ics.uci.edu/Projects	complete
mhcid.ics.uci.edu/admissions/information-session-2	incomplete
ngs.ics.uci.edu/tag/correlation	incomplete
cloudberry.ics.uci.edu/2015/12	complete
sli.ics.uci.edu/Projects/Projects	incomplete
ngs.ics.uci.edu/maybe-this-time-speech-interfaces-are-really-oming	incomplete
ngs.ics.uci.edu/tag/situation-recognition	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=jsac05.ps	incomplete
www.ics.uci.edu/~ajfrank	complete
isg.ics.uci.edu/event/prof-sang-woo-jun-lowering-the-cost-of-large-scale-data-analytics-via-efficient-use-of-flash-storage?ical=1	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2019-winter-project1-logging	incomplete
ngs.ics.uci.edu/tag/photosharing	complete
vision.ics.uci.edu/sccv	incomplete
cbcl.ics.uci.edu/doku.php/teaching/cs285s14/start	complete
ngs.ics.uci.edu/professionalsocial/services	complete
ngs.ics.uci.edu/creating-health-persona	complete
ngs.ics.uci.edu/author/ramesh/page/2	complete
ngs.ics.uci.edu/author/ramesh/page/3	incomplete
sli.ics.uci.edu/Projects/RCTree	incomplete
www.ics.uci.edu/~willmlam	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=nips99.ps	incomplete
ngs.ics.uci.edu/blog/page/11	complete
ngs.ics.uci.edu/tag/experiential	incomplete
ngs.ics.uci.edu/tag/reporting	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-winter	incomplete
ngs.ics.uci.edu/real-time-search-3-twitter	incomplete
asterix.ics.uci.edu/fuzzyjoin-mapreduce	complete
ngs.ics.uci.edu/tag/moments	incomplete
www.ics.uci.edu/~lopes	incomplete
www.ics.uci.edu/~fielding	incomplete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2018-spring-project5/Session.war	incomplete
www.ics.uci.edu/~perl/publication/sanitizer_sok	complete
ngs.ics.uci.edu/tag/event-sharing	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=tr09-06.pdf	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2019-winter-project1-git	incomplete
cml.ics.uci.edu/2016/03/southern-california-machine-learning-symposium	complete
ngs.ics.uci.edu/steering-wheel-and-search-as-a-conversation	incomplete
www.ics.uci.edu/~dechter/talks/lifted-minischool-2014	incomplete
ngs.ics.uci.edu/teacher	complete
www.ics.uci.edu/~pattis/common/handouts/macmingweclipse/allexperimental/mac-gdb-install.html	incomplete
mhcid.ics.uci.edu/people/industry-advisory-board	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=jmlr05.pdf	incomplete
mswe.ics.uci.edu/admissions/admissions-overview	incomplete
cml.ics.uci.edu	complete
ngs.ics.uci.edu/tag/surveillance-video	complete
ngs.ics.uci.edu/category/experiential-computing/page/3	incomplete
ngs.ics.uci.edu/objective-self-2-garbage-data-results-in-garbage-models	complete
ngs.ics.uci.edu/photos-a-new-challenge-3	complete
ngs.ics.uci.edu/health-intelligence	incomplete
www.ics.uci.edu/~qliu1/nips13_workshop	complete
ngs.ics.uci.edu/tag/wellness	complete
chenli.ics.uci.edu	complete
cloudberry.ics.uci.edu/apps/twittermap	incomplete
www.ics.uci.edu/%7Elopes	complete
cml.ics.uci.edu/faculty	incomplete
ngs.ics.uci.edu/techology-propels-health	incomplete
ngs.ics.uci.edu/scientific-reviews-pagerank	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-spring-project1-install-tomcat-on-aws	incomplete
cherry.ics.uci.edu	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-spring-project5	complete
ngs.ics.uci.edu/using-big-data-for-storytelling	incomplete
www.ics.uci.edu/grad/courses/details.php?id=521	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ipsn04.ps	complete
vision.ics.uci.edu/people/6.html	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=kdd06.ps	incomplete
cml.ics.uci.edu/2013/01/winter-2013	incomplete
isg.ics.uci.edu/faculty2/kim-kyungbaek	incomplete
www.ics.uci.edu/ugrad/courses/listing.php?year=2016&level=Lower-Division&department=STATS&program=ALL	incomplete
www.ics.uci.edu/~shengyuj	incomplete
ngs.ics.uci.edu/next-generation-search-course	incomplete
ngs.ics.uci.edu/category/general-updates/page/2	incomplete
www.ics.uci.edu/~cs122b	complete
www.ics.uci.edu/about/kfflab/index.php	complete
ngs.ics.uci.edu/tag/mega-story	complete
www.ics.uci.edu/~iypark	complete
ngs.ics.uci.edu/tag/life-lessons	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=uai07.ps	incomplete
isg.ics.uci.edu/people/faculty	incomplete
ngs.ics.uci.edu/tag/photo-sharing	incomplete
www.ics.uci.edu/grad/degrees/degree_cs.php	incomplete
www.ics.uci.edu/grad	incomplete
cloudberry.ics.uci.edu/quick-start	complete
ngs.ics.uci.edu/teaching/past-courses	complete
cloudberry.ics.uci.edu/category/uncategorized/page/1	incomplete
www.ics.uci.edu/~smyth/courses/stats170/applications_and_demos.html	complete
cloudberry.ics.uci.edu/about	complete
ngs.ics.uci.edu/tag/microblogs	incomplete
www.ics.uci.edu/ugrad/courses	incomplete
ngs.ics.uci.edu/objective-self-6-from-an-individual-to-society	complete
sli.ics.uci.edu/Pubs/Bibliography	incomplete
ngs.ics.uci.edu/photo-taking-behaviour-past	incomplete
www.ics.uci.edu/~smyth/courses/academic_integrity	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=tr2551.pdf	incomplete
isg.ics.uci.edu/events/list?tribe_event_display=list&tribe_paged=1	incomplete
ngs.ics.uci.edu/entrepreneur	complete
cml.ics.uci.edu/2016/10/fall-2016	incomplete
www.ics.uci.edu/~smyth/courses/stats170/data_sets.html	complete
www.ics.uci.edu/~dsm/cypress	incomplete
cml.ics.uci.edu/aiml/ml-reading-group	complete
cloudberry.ics.uci.edu/news	complete
www.ics.uci.edu/~rvernica	complete
cloudberry.ics.uci.edu/2017/11	incomplete
ngs.ics.uci.edu/research/research-papers	incomplete
cloudberry.ics.uci.edu/we-have-a-new-youtube-video	incomplete
www.ics.uci.edu/~dchudova	incomplete
ngs.ics.uci.edu/tag/data-driven-story	incomplete
www.ics.uci.edu/~dorendor	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ssp09.pdf	incomplete
cloudberry.ics.uci.edu/2016/11	complete
futurehealth.ics.uci.edu/resources/blog	incomplete
alumni.ics.uci.edu/2008/04/16/cruise-control	incomplete
www.ics.uci.edu/~rares	incomplete
ngs.ics.uci.edu/ai-contextual-reasoning-learning	complete
ngs.ics.uci.edu/research/patents	incomplete
www.ics.uci.edu/community/news	incomplete
asterix.ics.uci.edu//index.html	complete
www.ics.uci.edu/~sforouza	complete
cloudberry.ics.uci.edu/prof-li-gave-a-talk-about-cloudberry-at-apweb-suzhou-china	incomplete
cml.ics.uci.edu/2014/08/2014_deep	incomplete
www.ics.uci.edu/~perl/publication/diversity_sok	complete
www.ics.uci.edu/~zhaoxia	complete
ngs.ics.uci.edu/category/personal/page/2	complete
ngs.ics.uci.edu/tag/digital-health	complete
flamingo.ics.uci.edu	complete
ngs.ics.uci.edu/real-time-search-4-driving-using-only-the-rear-view-mirror	complete
ngs.ics.uci.edu/research	complete
www.ics.uci.edu/about/facilities	complete
www.ics.uci.edu/grad/courses/details.php?id=97	complete
ngs.ics.uci.edu/status-updates-are-micro-stories	complete
cml.ics.uci.edu/2017/04/spring-2017	complete
ngs.ics.uci.edu/objective-self	complete
www.ics.uci.edu/%7Esjavanma/CollabCom	complete
www.ics.uci.edu/community/news/view_news?id=1413	complete
grape.ics.uci.edu/wiki/public/wiki/cs222p-2017-fall-project3	complete
www.ics.uci.edu/~yganjisa	complete
grape.ics.uci.edu/wiki/public/wiki/cs222p-2017-fall-project1	complete
www.ics.uci.edu/~lopes/teaching/cs221W15/index.html	complete
cml.ics.uci.edu/2018/04/spring-2018	complete
ngs.ics.uci.edu/category/prospecting-information/page/2	complete
cloudberry.ics.uci.edu/2016	complete
cloudberry.ics.uci.edu/2017	complete
ngs.ics.uci.edu/tag/twitter	complete
ngs.ics.uci.edu/researcher	complete
chenli.ics.uci.edu/news	complete
www.ics.uci.edu/~skong2/pff.html	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2011-fall	complete
www.ics.uci.edu/~ihler	complete
www.ics.uci.edu/~johnsong	complete
swiki.ics.uci.edu/doku.php/announce:announce	complete
ngs.ics.uci.edu/tag/instagram	complete
cloudberry.ics.uci.edu/2018	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2018-spring-project5/TomcatTest.war	complete
ngs.ics.uci.edu/intellectual-property-and-universities	complete
ngs.ics.uci.edu/multimedia-immersive-experience-in-hangzhou-a-show	incomplete
ngs.ics.uci.edu/objective-reality-1	complete
ngs.ics.uci.edu/tag/orality	complete
ngs.ics.uci.edu/rip-my-four-legged-son	complete
www.ics.uci.edu/~yunh	complete
mswe.ics.uci.edu	complete
chenli.ics.uci.edu/comments/feed	complete
www.ics.uci.edu	complete
www.ics.uci.edu/~cs122a	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=jmlr05.ps	incomplete
cloudberry.ics.uci.edu/pubs	incomplete
archive.ics.uci.edu/ml	complete
www.ics.uci.edu/~pattis/common/handouts/mingweclipse/mingw.html	complete
ngs.ics.uci.edu/tag/navigation	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ihler_ms.pdf	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=cvpr03.pdf	incomplete
ngs.ics.uci.edu/i-htm	complete
www.ics.uci.edu/ugrad/policies/index.php	complete
cml.ics.uci.edu/2014/08/2014_aaai	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ipsn03.ps	incomplete
cml.ics.uci.edu/home/contact-us	complete
ngs.ics.uci.edu/search-and-recommendation	complete
futurehealth.ics.uci.edu/participation	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=icml10.pdf	incomplete
www.ics.uci.edu/~avinask1	complete
sdcl.ics.uci.edu	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ipsn04.pdf	incomplete
isg.ics.uci.edu/courses	complete
cloudberry.ics.uci.edu/category/uncategorized	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=icassp01.ps	incomplete
www.ics.uci.edu/~smyth/courses/stats170/reference_texts.html	complete
ngs.ics.uci.edu/hectic-time-in-singapore	complete
www.ics.uci.edu/~skong2/pano4pose.html	complete
isg.ics.uci.edu/news/socaldb-day-2018-at-ucsd-october-19-2018	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2016-winter	complete
ngs.ics.uci.edu/next-instagram	complete
futurehealth.ics.uci.edu/contact	complete
ngs.ics.uci.edu/category/entrepreneurism	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=kdsd08.pdf	incomplete
www.ics.uci.edu/~perl	complete
ngs.ics.uci.edu/whats-here-on-google-maps	complete
cml.ics.uci.edu/2018/01/winter-2018	complete
ngs.ics.uci.edu/research/presentations	complete
www.ics.uci.edu/community/news/articles/view_article?id=321	complete
sli.ics.uci.edu	complete
ngs.ics.uci.edu/category/general-updates	complete
cloudberry.ics.uci.edu/news/page/2	incomplete
webmail.ics.uci.edu	incomplete
ngs.ics.uci.edu/tag/university-business-knowledge	complete
support.ics.uci.edu/laptops	complete
www.ics.uci.edu/~agelfand	incomplete
ngs.ics.uci.edu/knowledge-and-innovation-sharing-networks-kisn	complete
ngs.ics.uci.edu/blog/page/3	complete
isg.ics.uci.edu/alumni	complete
ngs.ics.uci.edu/blog/page/5	complete
ngs.ics.uci.edu/blog/page/4	complete
ngs.ics.uci.edu/blog/page/7	complete
sli.ics.uci.edu/Pubs/Abstracts	incomplete
ngs.ics.uci.edu/from-calendars-to-chronicles-5	complete
ngs.ics.uci.edu/blog/page/8	complete
ngs.ics.uci.edu/from-calendars-to-chronicles-1	complete
www.ics.uci.edu/~ihler/pubs.html	complete
ngs.ics.uci.edu/from-calendars-to-chronicles-3	complete
ngs.ics.uci.edu/from-calendars-to-chronicles-2	complete
ngs.ics.uci.edu/blog/page/10	complete
www.ics.uci.edu/~perl/publication/librando	incomplete
www.ics.uci.edu/~lopes/teaching/cs221W12/index.html	incomplete
www.ics.uci.edu/~dechter	incomplete
sli.ics.uci.edu/Group/Group	incomplete
www.ics.uci.edu/~cs237	incomplete
ngs.ics.uci.edu/tag/visual-web	complete
cloudberry.ics.uci.edu/prof-li-attended-the-mhsrs-symposium-to-show-cloudberry	complete
www.ics.uci.edu/~dnazip	complete
chenli.ics.uci.edu/publications	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2017-fall-project3	incomplete
ngs.ics.uci.edu/tag/katango	complete
cml.ics.uci.edu/2017/06/singh-talk-oc-acm-chapter	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs222-2017-fall-project4	incomplete
flamingo.ics.uci.edu/localsearch/fuzzysearch	complete
ngs.ics.uci.edu/empowering-personal-health	complete
ngs.ics.uci.edu/category/personal	complete
ngs.ics.uci.edu/tag/subjective	complete
grape.ics.uci.edu/wiki/asterix/wiki/cs122a-2018-spring	incomplete
www.ics.uci.edu/~gghiasi	incomplete
ngs.ics.uci.edu/physical-social-cyber-computing-systems	incomplete
cml.ics.uci.edu/aiml/page/20	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2019-winter-project1-install-tomcat-on-aws	incomplete
ngs.ics.uci.edu/searh-progress-in-ne-extraction	complete
cml.ics.uci.edu?page=events&subPage=mlrg	incomplete
isg.ics.uci.edu/faculty2/benson-kyle	incomplete
flamingo.ics.uci.edu/releases/4.1	complete
flamingo.ics.uci.edu/releases/3.0	complete
mhcid.ics.uci.edu/admissions/costs-and-financial-aid	incomplete
ngs.ics.uci.edu/tag/quantified-self/page/2	complete
isg.ics.uci.edu/event/dr-andrey-balmin-and-mayank-pradhan-workday-workday-prism-analytics-unifying-interactive-and-batch-data-processing-using-apache-spark	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=icassp04.pdf	incomplete
www.ics.uci.edu/~ychen	incomplete
ngs.ics.uci.edu/about-ramesh/news	incomplete
ngs.ics.uci.edu/focused-microblogs-fmbs-going-beyond-twitter	complete
cml.ics.uci.edu/aiml/page/7	complete
sli.ics.uci.edu/~ihler/uai-data	complete
flamingo.ics.uci.edu/spellchecker	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=kdd08.pdf	incomplete
mswe.ics.uci.edu/people/faculty-staff	incomplete
ngs.ics.uci.edu/1012	incomplete
auge.ics.uci.edu/sln	incomplete
ngs.ics.uci.edu/united-india	incomplete
cml.ics.uci.edu/2017/11/new-faculty-member-eric-sudderth	complete
ngs.ics.uci.edu/tag/visr	incomplete
cml.ics.uci.edu/2013/09/fall-2013	complete
cml.ics.uci.edu/2013/03/2013_xielinih	incomplete
www.ics.uci.edu/~smyth/courses/cs274	complete
ngs.ics.uci.edu/tag/information	incomplete
isg.ics.uci.edu/publications	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-winter-project1-install-tomcat-on-aws	incomplete
ngs.ics.uci.edu/back-to-cyber-1	complete
jujube.ics.uci.edu/localsearch/fuzzysearch	incomplete
ngs.ics.uci.edu/category/prospecting-information	complete
www.ics.uci.edu/~wping	complete
www.ics.uci.edu/grad/courses/details.php?id=103	incomplete
www.ics.uci.edu/grad/courses/details.php?id=102	incomplete
www.ics.uci.edu/grad/courses/details.php?id=100	incomplete
ngs.ics.uci.edu/good-friends	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ihler_area.ps	incomplete
ngs.ics.uci.edu/on-efficacy-and-distraction-of-tags	incomplete
ngs.ics.uci.edu/partners/collaborators	complete
ngs.ics.uci.edu/tag/quantified-health	incomplete
isg.ics.uci.edu/projects	incomplete
www.ics.uci.edu/~sudderth	incomplete
ngs.ics.uci.edu/tag/mobile-phone-photos	incomplete
ngs.ics.uci.edu/iphone-or-mcomputer	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs295-2009-fall-li	incomplete
ngs.ics.uci.edu/computing-in-100-bc	incomplete
cml.ics.uci.edu/2017/01/winter-2017	complete
ngs.ics.uci.edu/tag/objective-self	complete
cloudberry.ics.uci.edu/2017/09	incomplete
www.ics.uci.edu/~babaks	incomplete
ngs.ics.uci.edu/tag/personal-intelligence	incomplete
grape.ics.uci.edu/wiki/fr	incomplete
isg.ics.uci.edu/news/prof-chen-li-became-an-acm-distinguished-member	complete
www.ics.uci.edu/community/news/view_news?id=1440	complete
www.ics.uci.edu/grad/admissions/index.php	complete
cml.ics.uci.edu/category/news	incomplete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-spring-project1/movie-data.sql	incomplete
www.ics.uci.edu/ugrad/policies	incomplete
ngs.ics.uci.edu/blog/page/9	complete
cml.ics.uci.edu/2013/03/2013_kimsloan	incomplete
www.ics.uci.edu/~fowlkes/publications.html	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=uai08.ps	incomplete
ngs.ics.uci.edu/hightech-in-japan-toilets	complete
www.ics.uci.edu/~abehm	complete
www.ics.uci.edu/~chenli/thunderbird-project.txt	incomplete
ngs.ics.uci.edu/research/research-papers/multimedia-information-management	complete
ngs.ics.uci.edu/healthy-foodie	incomplete
www.ics.uci.edu/~akoratti	complete
ngs.ics.uci.edu/tag/education	complete
isg.ics.uci.edu/event/vinayak-borkar-fireeye-inc-the-x15-machine-data-management-platform	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2018-fall	incomplete
tastier.ics.uci.edu	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-winter-project3	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-winter-project2	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-winter-project1	incomplete
i-sensorium.ics.uci.edu	incomplete
cml.ics.uci.edu/2015/01/winter-2015	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-winter-project5	incomplete
chenli.ics.uci.edu/students	complete
www.ics.uci.edu/computerscience	complete
ngs.ics.uci.edu/creating-health-persona/sensors-to-persona	incomplete
dblp.ics.uci.edu/authors	incomplete
www.ics.uci.edu/ugrad/sao/SAO_Events.php	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ihler_phd.pdf	incomplete
isg.ics.uci.edu/event/large-scale-and-low-latency-data-distribution-from-database-to-servers?ical=1	incomplete
ngs.ics.uci.edu/tag/microblog	incomplete
matt-smith-v2.ics.uci.edu/dutran/wordpress/quick-start	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2019-winter-project1	complete
cml.ics.uci.edu/2013/08/2013_padhraicuai	incomplete
www.ics.uci.edu/~lalehj	complete
ngs.ics.uci.edu/text-book-on-multimedia	complete
jujube.ics.uci.edu/www/learning.html	complete
ngs.ics.uci.edu/back-to-cyber-2-computational-cybernetics	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=icassp04.ps	complete
ngs.ics.uci.edu/tag/big-data/page/2	incomplete
ngs.ics.uci.edu/controlling-health	complete
cml.ics.uci.edu/2018/03/workshop-for-the-philosophy-of-machine-learning	incomplete
www.ics.uci.edu/~taewok2	incomplete
cloudberry.ics.uci.edu/2017/08	complete
mhcid.ics.uci.edu	complete
sli.ics.uci.edu/Projects/Event	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ssp05.pdf	incomplete
ngs.ics.uci.edu/category/personal/page/3	incomplete
chenli.ics.uci.edu/biography	incomplete
ngs.ics.uci.edu/tag/cybernetics	incomplete
sherlock.ics.uci.edu	incomplete
www.ics.uci.edu/~perl/publication/aocr	complete
ngs.ics.uci.edu/tag/experience-sharing	complete
cml.ics.uci.edu/subscribe	incomplete
ngs.ics.uci.edu/computer-vision-applications	complete
cloudberry.ics.uci.edu/best-data-visualization-award	complete
www.ics.uci.edu/~fowlkes/sam_hallman/doc	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=aistats09.pdf	incomplete
www.ics.uci.edu/~duboisc	incomplete
ngs.ics.uci.edu/semantic-link-in-photos	incomplete
www.ics.uci.edu/~skong2/SMMMSG.html	complete
flamingo.ics.uci.edu/toolkit	incomplete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-spring-project1-git	incomplete
ngs.ics.uci.edu/visual-reflections	incomplete
cml.ics.uci.edu/2014/02/2014_improver	incomplete
ngs.ics.uci.edu/blog/page/2	complete
cml.ics.uci.edu/2016/11/phd-research-fellowships	incomplete
ngs.ics.uci.edu/tag/contextual-reasoning	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=cvpr03.ps	incomplete
www.ics.uci.edu/~lopes/teaching/cs221W16/index.html	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2017-fall	complete
www.ics.uci.edu/about/about_contact.php	complete
mhcid.ics.uci.edu/admissions/admissions-overview/applicant-portfolio	complete
ngs.ics.uci.edu/emerging-art-of-storytelling	incomplete
sli.ics.uci.edu/Classes/Classes	incomplete
ngs.ics.uci.edu/blog/page/6	complete
ngs.ics.uci.edu/tag/storytelling/page/2	complete
www.ics.uci.edu/~fowlkes/software/nca/nca_demo	complete
ngs.ics.uci.edu/category/entrepreneurism/page/2	incomplete
www.ics.uci.edu/~xzhu	incomplete
www.ics.uci.edu/~smyth/courses/stats170/project_reading.html	complete
futurehealth.ics.uci.edu/education	incomplete
ngs.ics.uci.edu/tag/gastroesophageal-cancer	complete
ngs.ics.uci.edu/digital-india-a-potentially-transformative-opportunity	complete
sli.ics.uci.edu/Pubs/Pubs?action=login	incomplete
www.ics.uci.edu/~sjavanma	complete
cml.ics.uci.edu?cat=4	incomplete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=nips07.pdf	incomplete
